gcp_vm_name,gcp_tier,gcp_sid,gcp_desc,gcp_vm_type,gcp_vm_phy_ip,gcp_vm_lgl_ip,gcp_vm_machine_type,gcp_region,gcp_zone,gcp_os_image,gcp_vm_state,gcp_vm_protection,gcp_tier_app,gcp_clustervm,gcp_creator,gcp_logicalname,gcp_serverstatus
tst8286otd009,development-n-1,otx1d,opentext-content server admin,app,10.197.11.136,na,c2-standard-4,europe-west1,europe-west1-d,windows2016,RUNNING,true,x1q_app,yes,tejas,saph1sas00,in-dev
